# 文字层坐标表 (x_pt, y_pt, 字高, 文本) —— 页面 A3(pt) 1786.25 x 861.48
# x=0.0
1079.6	585.6	5.2	S8050
1000.4	594.3	5.2	BEEP
826.7	285.3	5.2	D
820.8	281.7	5.2	8
826.7	292.5	5.2	D
820.8	288.9	5.2	7
826.7	299.7	5.2	D
820.8	296.1	5.2	6
826.7	306.9	5.2	D
820.8	303.3	5.2	5
846.1	306.9	5.2	G
853.2	303.3	5.2	4
846.7	299.7	5.2	S
853.2	296.1	5.2	3
846.7	292.5	5.2	S
853.2	288.9	5.2	2
846.7	285.3	5.2	S
853.2	281.7	5.2	1
824.0	270.3	5.2	Q1
824.0	317.1	5.2	G200P04D3
936.4	285.3	5.2	D
943.2	281.7	5.2	8
936.4	292.5	5.2	D
943.2	288.9	5.2	7
936.4	299.7	5.2	D
943.2	296.1	5.2	6
936.4	306.9	5.2	D
943.2	303.3	5.2	5
916.7	306.9	5.2	G
910.8	303.3	5.2	4
916.7	299.7	5.2	S
910.8	296.1	5.2	3
916.7	292.5	5.2	S
910.8	288.9	5.2	2
916.7	285.3	5.2	S
910.8	281.7	5.2	1
914.0	273.9	5.2	Q2
914.0	317.1	5.2	G200P04D3
874.4	281.1	5.2	D2
870.8	299.1	5.2	BZT52C10
874.4	349.5	5.2	Q3
874.4	371.1	5.2	2N7002,215
798.8	356.7	5.2	VOUT-EN
986.0	281.1	5.2	VOUT
554.0	594.3	5.2	LED
367.5	659.1	5.2	LED
384.8	687.9	5.2	LED1
384.8	695.1	5.2	LTST-C191KSKT
100.4	194.7	5.2	USB-CC2
100.4	176.7	5.2	USB-CC1
21.2	194.7	5.2	USB-DM
21.2	176.7	5.2	USB-DP
1216.4	16.4	56.7	TODO
1216.4	73.1	56.7	1: BOOT
1216.4	129.8	56.7	2: GND孔
1216.4	186.5	56.7	3: VBUS背面散热
1216.4	243.1	56.7	4: LCD丝印遮挡到焊盘
